customer_id,birth_year,marital_status,num_children,highest_education,occupation_category,tax_bracket,health_score,annual_salary,has_loan,has_insurance
4063,1962,Married,2,High School,Self-Employed,24,71,97605.37,False,True
4064,1996,Single,0,High School,White Collar,22,96,71477.23,False,False
4065,1970,Married,0,Bachelor,Professional,22,72,122540.58,True,False
4066,1990,Married,2,Master,Professional,35,91,109370.88,False,True
4067,1998,Single,0,Bachelor,White Collar,22,80,45468.94,False,False
4068,1956,Divorced,1,Master,Retired,0,71,3756.6,False,True
4069,2002,Single,0,Associate,Blue Collar,22,76,56501.65,False,False
4070,1970,Divorced,4,Associate,Blue Collar,12,71,48938.74,False,True
4071,1997,Married,2,Bachelor,Executive,24,88,137179.79,False,False
4072,1971,Divorced,0,High School,Executive,37,66,138127.97,False,False
4073,1984,Married,3,Bachelor,Blue Collar,12,86,42470.77,False,False
4074,2005,Single,0,Bachelor,Student,0,95,16417.52,False,False
4075,1999,Single,0,Associate,Blue Collar,10,73,31806.8,True,False
4076,1986,Married,2,Associate,Blue Collar,12,89,38412.0,True,True
4077,1958,Married,2,Associate,Retired,0,82,2462.77,False,True
4078,1962,Divorced,1,Master,Professional,22,81,79393.8,False,False
4079,1990,Divorced,0,High School,Blue Collar,12,71,31175.35,False,True
4080,1973,Divorced,1,Associate,Professional,24,73,78549.2,True,True
4081,1955,Widowed,1,Associate,Retired,0,69,2243.66,False,True
4082,1951,Widowed,3,Bachelor,Retired,12,91,1339.48,False,True
4083,1954,Married,0,Associate,Retired,0,70,176.28,False,True
4084,2006,Married,0,Associate,Student,10,79,12088.41,False,False
4085,1966,Married,4,High School,Blue Collar,10,61,47722.16,False,True
4086,1977,Divorced,1,Associate,Professional,22,65,122659.81,True,True
4087,1958,Widowed,1,Bachelor,Retired,0,64,3199.13,False,False
4088,1993,Single,0,Associate,Executive,37,82,201161.31,False,False
4089,2000,Single,0,High School,Blue Collar,10,65,49093.39,True,False
4090,1970,Married,1,High School,Executive,32,67,128109.5,False,True
4091,1985,Divorced,0,Associate,Self-Employed,22,58,53771.18,False,True
4092,1988,Married,2,Associate,White Collar,22,91,71538.77,True,True
4093,1977,Married,2,Bachelor,White Collar,22,76,58772.71,False,True
4094,1974,Divorced,2,Associate,Professional,22,77,91055.25,False,False
4095,2004,Married,0,Associate,Student,0,69,8598.79,True,True
4096,1938,Married,5,High School,Retired,10,79,3691.03,False,False
4097,1964,Divorced,2,Bachelor,White Collar,24,87,68740.25,False,False
4098,1995,Single,0,High School,Self-Employed,32,79,40140.12,False,True
4099,1989,Married,1,High School,White Collar,22,73,52175.62,False,True
4100,1994,Married,0,Associate,Professional,22,84,89269.67,True,True
4101,1996,Single,0,Master,Professional,22,86,101369.92,False,False
4102,1973,Divorced,1,Bachelor,White Collar,24,83,55355.52,True,False
4103,1976,Divorced,0,Bachelor,Professional,32,81,99871.91,False,True
4104,1998,Single,2,High School,Executive,35,89,211848.25,False,False
4105,1956,Divorced,1,High School,Retired,0,64,4121.87,False,True
4106,1963,Divorced,2,Master,Professional,24,81,74644.29,True,True
4107,1963,Divorced,3,High School,White Collar,22,68,44978.31,True,True
4108,2007,Single,0,Bachelor,Student,0,56,13939.13,False,False
4109,2001,Single,0,Bachelor,Self-Employed,22,75,67104.06,False,False
4110,1993,Single,0,Bachelor,White Collar,12,73,52409.52,True,False
4111,1935,Widowed,4,High School,Retired,0,69,713.26,False,True
4112,1974,Married,1,High School,Executive,32,83,197732.79,True,False
4113,1981,Married,1,High School,Blue Collar,24,78,32078.49,False,True
4114,1998,Married,1,Master,Executive,37,99,159061.38,False,False
4115,2001,Single,0,Bachelor,Professional,32,74,134726.41,False,True
4116,2006,Single,1,Associate,Student,10,61,10926.64,False,False
4117,1972,Married,2,Master,White Collar,12,77,90937.81,True,True
4118,2005,Single,1,High School,Student,0,75,11474.75,False,True
4119,1981,Married,5,High School,Blue Collar,10,65,31558.18,False,True
4120,1960,Married,1,High School,White Collar,12,69,40553.91,True,False
4121,2000,Divorced,1,Bachelor,Professional,32,72,144873.14,True,True
4122,2004,Married,2,High School,Student,0,73,8878.94,False,True
4123,1967,Divorced,1,High School,White Collar,32,88,52621.11,False,True
4124,2002,Single,0,High School,White Collar,22,81,52136.82,False,True
4125,1995,Married,3,Associate,Professional,22,76,146097.8,True,False
4126,1994,Married,5,Associate,Self-Employed,24,94,123717.96,True,True
4127,1971,Married,3,High School,Blue Collar,22,71,46685.86,True,False
4128,1980,Married,1,Master,Professional,24,63,103783.06,True,True
4129,1983,Single,0,Master,Self-Employed,12,63,60286.62,False,True
4130,1984,Divorced,4,High School,White Collar,22,76,42403.8,False,False
4131,1986,Married,2,Master,Self-Employed,22,60,48252.74,True,True
4132,1994,Single,2,Master,Professional,32,67,163028.13,True,False
4133,1985,Married,1,Master,Professional,24,73,134695.34,False,True
4134,1953,Widowed,3,High School,Retired,10,81,842.8,False,True
4135,1968,Divorced,1,Bachelor,Professional,24,86,137161.8,False,True
4136,1971,Married,4,Bachelor,White Collar,32,80,47362.35,False,True
4137,1978,Divorced,2,High School,Professional,22,75,106567.26,False,False
4138,1971,Divorced,4,Bachelor,Professional,32,68,92075.16,True,True
4139,1969,Married,2,High School,Blue Collar,10,77,40112.93,False,True
4140,1983,Divorced,1,Bachelor,White Collar,24,94,54079.03,False,True
4141,1963,Divorced,0,Associate,Professional,32,74,71002.89,False,True
4142,1998,Single,0,Associate,Blue Collar,10,74,55676.32,False,False
4143,1945,Widowed,4,High School,Retired,0,67,3909.69,False,True
4144,1969,Divorced,1,Bachelor,White Collar,32,71,65704.81,True,True
4145,1990,Married,0,High School,Blue Collar,24,83,49227.29,True,False
4146,1990,Married,1,Master,White Collar,24,70,57684.18,True,True
4147,2002,Single,0,Bachelor,Professional,24,84,107566.25,False,False
4148,1977,Married,4,High School,Blue Collar,10,81,34089.65,True,True
4149,1996,Married,1,Associate,White Collar,22,82,45518.12,True,False
4150,1948,Widowed,1,Master,Retired,10,58,2161.76,False,True
4151,1988,Single,0,Master,Blue Collar,10,76,57734.91,False,False
4152,2001,Single,0,High School,Self-Employed,12,74,98308.53,False,False
4153,1988,Divorced,2,High School,Executive,37,76,177640.39,True,False
4154,2003,Single,1,High School,Blue Collar,12,73,40050.66,False,True
4155,2002,Married,0,Bachelor,Blue Collar,12,92,48706.18,False,False
4156,2005,Married,0,High School,Student,12,82,14531.8,False,False
4157,2003,Single,0,High School,White Collar,22,64,46002.44,False,False
4158,2006,Single,0,High School,Student,0,67,10834.39,False,False
4159,1935,Widowed,2,Master,Retired,12,79,4618.97,False,True
4160,1988,Divorced,0,Associate,Blue Collar,24,75,44955.82,False,True
4161,1960,Divorced,2,Bachelor,Professional,22,68,117345.3,True,True
4162,1977,Married,5,High School,Professional,24,86,102384.15,False,True
4163,1979,Married,0,Bachelor,Professional,24,74,147920.98,False,True
4164,1940,Widowed,0,Associate,Retired,0,56,3972.81,False,False
4165,1974,Divorced,0,Master,Executive,32,63,213568.23,True,False
4166,1976,Divorced,1,Bachelor,Executive,24,81,132716.51,True,False
4167,1951,Widowed,3,High School,Retired,10,90,2406.18,False,False
4168,1980,Married,2,Associate,White Collar,12,84,50564.64,False,True
4169,2002,Single,0,High School,Professional,32,76,86838.88,False,False
4170,1975,Divorced,1,High School,White Collar,22,72,57189.57,False,True
4171,1999,Single,0,Master,Professional,24,80,121799.08,True,False
4172,1987,Married,2,Associate,Blue Collar,22,57,53799.69,True,True
4173,1971,Widowed,0,Master,White Collar,22,74,49501.86,False,False
4174,1992,Single,0,High School,White Collar,24,84,51803.19,True,True
4175,1963,Divorced,0,Bachelor,White Collar,24,90,61048.7,True,False
4176,2002,Single,1,Bachelor,White Collar,24,91,71367.16,False,False
4177,1985,Married,0,Bachelor,Professional,32,96,101468.04,False,True
4178,1945,Widowed,1,High School,Retired,10,85,756.26,False,False
4179,2006,Single,0,Bachelor,Student,0,95,10933.02,False,False
4180,2003,Single,1,Bachelor,White Collar,22,80,83262.74,False,False
4181,1981,Divorced,1,High School,Self-Employed,24,79,57343.31,False,False
4182,1986,Divorced,3,Master,White Collar,32,60,71604.11,False,True
4183,1979,Single,1,Master,Self-Employed,22,77,138116.03,True,False
4184,1995,Single,1,High School,Blue Collar,10,84,31197.29,False,True
4185,1979,Married,1,Associate,White Collar,22,72,78570.87,True,True
4186,1987,Married,3,Associate,Blue Collar,12,61,50474.7,True,False
4187,1992,Married,1,Associate,Blue Collar,12,94,43161.71,False,True
4188,1998,Married,1,Bachelor,White Collar,22,83,85753.54,False,False
4189,1972,Married,0,Master,Professional,35,91,90250.57,False,True
4190,1991,Divorced,1,High School,Blue Collar,10,85,51073.99,True,True
4191,1956,Married,2,Associate,Retired,12,84,882.16,False,True
4192,2006,Single,1,Associate,Student,10,92,11003.37,False,False
4193,2004,Single,0,Associate,Student,0,74,9299.29,False,True
4194,2002,Single,1,Bachelor,Blue Collar,10,75,45510.09,False,False
4195,1985,Divorced,1,Bachelor,White Collar,32,72,51439.89,True,True
4196,1955,Married,1,High School,Retired,10,61,1084.2,False,True
4197,1997,Single,0,High School,Professional,22,97,74173.74,False,False
4198,1990,Married,0,Master,Professional,24,78,109628.28,False,True
4199,1998,Single,0,High School,Blue Collar,10,84,32424.11,True,False
4200,2002,Single,0,Associate,Blue Collar,12,67,48829.59,False,False
4201,1981,Married,1,Doctorate,Executive,24,84,263851.96,True,True
4202,1966,Divorced,2,Bachelor,Professional,24,69,128240.52,True,True
4203,1943,Widowed,5,Associate,Retired,0,81,3016.71,False,True
4204,1964,Married,4,High School,White Collar,22,65,37507.48,False,True
4205,1983,Married,0,Bachelor,Professional,22,89,93464.86,True,True
4206,1985,Divorced,0,Bachelor,White Collar,24,86,76448.85,False,False
4207,1953,Widowed,5,High School,Retired,10,65,2049.29,False,True
4208,1992,Single,0,High School,White Collar,22,92,65203.94,False,True
4209,1988,Married,1,Associate,Professional,35,89,77660.35,True,False
4210,1981,Single,0,Bachelor,Professional,32,81,106745.97,False,True
4211,1936,Widowed,1,Master,Retired,0,57,2233.82,False,True
4212,1997,Single,0,Bachelor,White Collar,12,87,74463.45,False,False
4213,1977,Single,1,High School,Professional,32,76,133844.28,True,False
4214,1978,Single,1,Associate,White Collar,24,76,66130.46,False,True
4215,1975,Married,5,Bachelor,Professional,35,75,135605.66,False,False
4216,1976,Married,2,Associate,Professional,22,74,120797.02,False,False
4217,1994,Divorced,0,High School,Professional,22,70,133693.37,False,False
4218,2003,Single,1,Master,White Collar,24,65,86917.71,False,False
4219,1974,Married,2,Master,White Collar,24,57,59870.71,True,True
4220,1989,Married,1,Master,White Collar,22,80,58670.56,False,False
4221,2000,Single,0,Associate,White Collar,22,55,80299.55,True,True
4222,1971,Divorced,2,Master,Professional,32,81,134185.69,True,True
4223,1970,Divorced,1,Bachelor,Professional,24,79,111620.53,True,True
4224,1986,Married,0,Bachelor,Professional,32,74,130910.76,False,False
4225,1987,Single,0,High School,Professional,35,87,89720.13,False,True
4226,1978,Married,2,High School,Professional,24,72,126601.67,False,True
4227,1960,Divorced,5,High School,White Collar,12,76,51943.24,False,False
4228,1979,Married,3,Master,White Collar,32,56,89807.11,False,True
4229,1955,Widowed,4,Associate,Retired,0,48,2872.51,False,True
4230,2007,Single,0,Master,Student,0,79,11785.83,False,False
4231,1988,Married,5,Bachelor,White Collar,22,81,86480.2,True,False
4232,1947,Widowed,3,High School,Retired,10,78,1710.33,False,True
4233,1991,Single,0,Associate,Professional,22,76,129796.08,False,True
4234,1979,Single,0,High School,Blue Collar,12,78,34899.4,False,False
4235,1969,Married,1,Master,White Collar,12,81,68019.77,True,True
4236,1974,Divorced,1,High School,White Collar,12,73,69531.39,True,True
4237,1953,Married,1,High School,Retired,0,76,2959.1,False,True
4238,2007,Single,0,Associate,Student,0,70,15301.6,False,False
4239,1975,Married,5,Master,Professional,32,58,151017.05,True,True
4240,1973,Divorced,1,Bachelor,Executive,35,69,178358.27,False,False
4241,1973,Married,3,High School,Executive,37,82,232228.2,False,True
4242,1994,Married,1,Bachelor,Blue Collar,10,71,58155.76,True,True
4243,1967,Divorced,4,High School,White Collar,22,79,78163.87,True,False
4244,2007,Single,0,Associate,Student,0,71,15018.38,False,False
4245,1979,Divorced,2,Bachelor,Blue Collar,22,69,51452.42,True,True
4246,2003,Single,0,High School,Professional,24,83,125707.05,False,False
4247,1980,Married,2,Associate,White Collar,24,69,69209.81,True,False
4248,1984,Married,0,High School,Blue Collar,10,71,36632.29,False,False
4249,1985,Single,0,High School,White Collar,32,50,72643.83,False,True
4250,2002,Single,0,Associate,White Collar,24,88,51557.87,False,False
4251,1978,Divorced,2,High School,Self-Employed,32,74,71660.8,True,False
4252,1992,Single,1,High School,Blue Collar,10,68,37274.53,True,False
4253,1969,Divorced,2,Associate,Self-Employed,12,92,52114.25,False,True
4254,1988,Single,0,Bachelor,White Collar,22,69,79152.0,False,True
4255,1952,Widowed,2,Bachelor,Retired,0,65,2206.26,False,True
4256,1990,Married,2,Master,White Collar,24,68,73295.4,True,True
4257,2006,Single,0,Associate,Student,0,92,12090.0,False,False
4258,1993,Married,2,Associate,Professional,24,92,124168.57,False,False
4259,2006,Single,0,Associate,Student,0,94,9692.84,False,False
4260,1986,Married,1,Bachelor,Professional,24,90,115562.17,True,True
4261,1941,Widowed,4,High School,Retired,0,62,1106.06,False,True
4262,2001,Single,0,Doctorate,Executive,37,96,320210.03,False,False
4263,1958,Married,4,Associate,Retired,0,69,268.54,False,False
4264,2004,Single,0,High School,Student,0,65,14498.81,False,False
4265,1988,Single,0,Bachelor,Professional,22,73,81613.5,False,False
4266,1975,Widowed,5,High School,White Collar,12,78,44370.66,True,True
4267,1971,Married,3,Master,White Collar,22,67,91500.7,True,True
4268,1977,Married,0,Associate,Self-Employed,12,76,94570.8,False,True
4269,1997,Married,1,Bachelor,Professional,24,84,101979.97,True,True
4270,1979,Married,1,Bachelor,Professional,22,79,122304.03,True,True
4271,1999,Divorced,4,High School,Professional,32,86,81630.68,True,False
4272,1988,Married,4,Bachelor,Blue Collar,22,75,32726.55,True,True
4273,1970,Married,2,High School,Executive,35,66,126399.72,True,False
4274,1957,Married,1,High School,Retired,0,56,1147.6,False,True
4275,1971,Married,1,High School,White Collar,22,73,47175.98,True,True
4276,1984,Divorced,4,Master,Executive,24,71,206917.86,False,False
4277,1944,Widowed,2,Bachelor,Retired,0,67,4098.42,False,True
4278,1953,Married,2,High School,Retired,10,49,1608.86,False,True
4279,1989,Divorced,0,Master,Executive,24,62,206176.02,True,True
4280,1989,Divorced,1,Master,Professional,24,82,94144.93,True,True
4281,1948,Married,1,High School,Retired,10,53,4201.99,False,False
4282,1987,Married,1,Doctorate,Executive,32,75,180546.57,False,True
4283,2002,Single,1,High School,Professional,22,72,93681.57,False,True
4284,1980,Divorced,3,Master,Blue Collar,22,67,64242.04,False,True
4285,1998,Single,0,Associate,Professional,22,80,106936.99,False,False
4286,1955,Widowed,1,Master,Retired,10,71,1724.32,False,True
4287,1991,Single,0,Associate,White Collar,12,83,72036.81,False,True
4288,1999,Single,0,High School,Executive,37,68,124293.62,False,False
4289,1986,Divorced,0,Master,Executive,35,68,194106.73,False,False
4290,1987,Married,1,Bachelor,White Collar,12,88,69530.21,False,False
4291,1971,Divorced,1,Bachelor,Blue Collar,24,71,60232.97,False,True
4292,1961,Widowed,3,Associate,Blue Collar,10,75,48305.43,False,True
4293,1953,Widowed,5,Associate,Retired,10,65,2794.36,False,False
4294,1990,Divorced,0,High School,Professional,32,82,93807.89,True,False
4295,1966,Married,1,High School,Executive,24,48,191506.89,True,True
4296,1953,Widowed,3,High School,Retired,0,82,3968.94,False,True
4297,1959,Married,5,High School,Retired,0,67,2835.48,False,True
4298,1992,Single,0,Master,Executive,35,65,167275.95,True,True
4299,1984,Married,2,Associate,Executive,35,66,258615.76,True,True
4300,1990,Married,0,Associate,Professional,24,75,139812.12,True,False
4301,1994,Single,0,High School,White Collar,24,77,48671.11,False,False
4302,2001,Single,0,Bachelor,Self-Employed,32,81,99915.06,False,True
4303,2001,Single,0,High School,Blue Collar,12,68,51712.11,False,True
4304,1976,Married,4,High School,White Collar,22,83,48820.8,False,True
4305,1971,Divorced,4,Master,White Collar,12,68,92334.82,True,True
4306,1946,Married,2,High School,Retired,12,63,765.21,False,True
4307,1974,Divorced,1,Bachelor,Blue Collar,22,72,41407.94,False,True
4308,1974,Divorced,2,Associate,Professional,35,81,142819.61,True,False
4309,1985,Single,1,Bachelor,White Collar,24,76,85653.32,False,False
4310,1978,Single,1,High School,White Collar,22,70,40931.36,False,False
4311,2006,Married,0,High School,Student,0,77,14064.75,False,False
4312,1993,Divorced,0,Associate,Blue Collar,12,90,49067.05,False,False
4313,1942,Widowed,3,Associate,Retired,0,78,3890.05,False,False
4314,2005,Single,0,Bachelor,Student,0,84,12356.75,False,False
4315,2000,Married,1,High School,White Collar,22,81,79260.3,False,True
4316,1946,Widowed,3,Associate,Retired,10,92,3338.98,False,True
4317,1962,Married,3,High School,Blue Collar,12,77,41227.29,False,True
4318,1952,Widowed,2,Bachelor,Retired,0,72,1995.94,False,False
4319,1991,Married,4,Master,Executive,35,76,205202.18,True,True
4320,1970,Married,1,High School,White Collar,22,77,48222.31,True,True
4321,2007,Single,0,High School,Student,0,50,8407.7,False,False
4322,1953,Widowed,5,Bachelor,Retired,0,80,4214.34,False,True
4323,1975,Divorced,0,Master,Executive,24,62,236148.1,True,True
4324,1979,Divorced,1,Bachelor,White Collar,22,68,68557.09,True,False
4325,1981,Divorced,1,Associate,Blue Collar,10,62,38983.06,True,True
4326,1996,Single,1,Bachelor,Professional,22,71,133956.86,False,True
4327,1979,Married,2,High School,Blue Collar,10,72,38985.79,True,False
4328,1956,Divorced,3,Doctorate,Retired,0,80,4471.5,False,False
4329,1942,Married,1,Bachelor,Retired,10,81,373.18,False,True
4330,1998,Single,1,Bachelor,White Collar,12,99,54886.99,True,True
4331,1987,Married,3,Master,Professional,24,78,107806.4,True,True
4332,2000,Single,0,Master,Executive,24,77,147639.51,False,False
4333,2002,Single,0,High School,Executive,24,88,206247.39,False,False
4334,1993,Married,1,Master,White Collar,22,70,81677.73,True,False
4335,1983,Married,1,High School,Professional,24,66,98937.44,False,False
4336,2007,Married,1,High School,Student,10,77,13568.17,False,True
4337,1977,Single,0,Associate,White Collar,24,75,82056.67,False,False
4338,1976,Divorced,1,High School,Professional,35,54,121569.15,False,True
4339,1980,Married,0,Associate,Self-Employed,32,86,96839.65,False,False
4340,1988,Married,4,Bachelor,Professional,22,80,111620.82,False,True
4341,2000,Married,1,High School,White Collar,12,87,62139.26,True,False
4342,1992,Divorced,0,Associate,Professional,24,62,94676.2,False,False
4343,2007,Married,1,High School,Student,0,74,9708.78,False,False
4344,1977,Divorced,2,Bachelor,Professional,24,68,79018.22,False,True
4345,2003,Single,0,Associate,Executive,32,78,191638.3,False,False
4346,1978,Married,0,Bachelor,Professional,35,75,94331.04,False,True
4347,1983,Married,4,Bachelor,Executive,35,85,198832.98,True,True
4348,2004,Married,1,Bachelor,Student,12,81,15055.15,False,False
4349,2003,Single,0,High School,Blue Collar,24,73,37912.59,False,False
4350,1955,Married,1,Associate,Retired,0,92,1436.47,False,True
4351,1982,Divorced,0,Associate,Professional,22,73,106342.25,False,False
4352,1996,Divorced,0,High School,White Collar,22,70,59819.75,False,False
4353,1971,Widowed,1,Master,Professional,24,55,106904.18,False,True
4354,1954,Widowed,3,High School,Retired,10,71,2549.66,False,True
4355,1984,Married,2,Doctorate,Self-Employed,32,83,48703.97,True,True
4356,1959,Widowed,2,High School,Retired,0,60,2066.02,False,False
4357,1960,Married,2,Bachelor,Professional,22,78,107928.54,True,True
4358,1976,Married,5,High School,Professional,32,76,102638.53,False,False
4359,1955,Married,3,Master,Retired,0,53,4989.14,False,True
4360,1955,Widowed,2,Bachelor,Retired,10,77,724.79,False,True
4361,2005,Single,0,High School,Student,0,78,11171.37,True,False
4362,2006,Single,0,High School,Student,0,69,10042.57,False,True
4363,1950,Widowed,2,Associate,Retired,0,79,4030.64,False,False
4364,1970,Widowed,4,High School,Blue Collar,10,83,32849.35,False,False
4365,1950,Widowed,2,High School,Retired,0,58,2216.06,False,True
4366,1998,Single,1,Master,White Collar,12,82,68367.37,False,True
4367,1977,Married,3,Bachelor,Professional,24,77,147626.39,True,False
4368,1986,Divorced,1,High School,White Collar,24,76,62304.15,False,False
4369,1967,Widowed,2,High School,Blue Collar,10,68,40572.78,True,True
4370,1956,Married,2,High School,Retired,10,69,2492.94,False,True
4371,1968,Divorced,3,Bachelor,Professional,22,82,131779.21,True,True
4372,1995,Single,0,High School,Professional,32,83,72239.01,False,False
4373,1956,Married,4,High School,Retired,0,51,1048.74,False,True
4374,1972,Married,4,High School,Blue Collar,22,52,34364.58,False,True
4375,1990,Married,2,Doctorate,Blue Collar,10,59,50986.85,True,False
4376,1995,Single,0,High School,White Collar,22,65,63054.81,True,False
4377,1996,Single,0,Bachelor,Professional,35,71,147523.48,True,True
4378,1975,Married,3,Associate,Executive,24,70,203227.62,True,True
4379,1940,Widowed,4,Bachelor,Retired,10,67,848.3,False,True
4380,1998,Single,0,High School,White Collar,24,79,61034.26,False,False
4381,1992,Married,1,Master,Blue Collar,10,77,47485.8,True,True
4382,2003,Single,1,Master,Executive,24,92,244734.68,False,False
4383,1979,Married,3,High School,Blue Collar,22,59,45194.31,True,True
4384,1978,Divorced,1,High School,Professional,35,78,116210.11,False,False
4385,2002,Single,0,Master,Professional,22,83,167772.5,False,False
4386,1995,Married,2,Associate,Self-Employed,24,66,39213.78,True,True
4387,1962,Divorced,3,Bachelor,Professional,32,77,115338.52,True,False
4388,1963,Divorced,3,Bachelor,Blue Collar,12,76,47760.57,True,False
4389,1996,Single,1,High School,White Collar,24,78,49805.61,True,True
4390,1996,Single,0,High School,Blue Collar,10,55,48449.62,False,True
4391,2007,Single,1,High School,Student,0,91,8734.88,False,False
4392,2002,Single,0,Associate,White Collar,32,82,64786.38,False,False
4393,2001,Single,0,Associate,White Collar,24,84,55540.6,False,False
4394,1992,Married,0,Bachelor,Professional,24,44,94556.0,False,True
4395,1977,Married,2,Bachelor,Professional,24,70,126831.96,False,True
4396,1986,Divorced,4,Master,Blue Collar,10,62,46645.02,True,True
4397,1998,Married,1,High School,White Collar,12,92,46642.42,False,False
4398,1999,Single,0,Associate,Executive,24,68,208800.38,True,False
4399,1992,Married,2,High School,White Collar,12,93,60272.45,True,True
4400,2000,Divorced,1,High School,White Collar,22,89,41689.66,False,False
4401,1973,Divorced,3,Associate,Professional,24,76,133825.79,True,True
4402,2003,Single,0,Master,Executive,35,91,297932.96,False,False
4403,2005,Single,0,High School,Student,10,71,10395.81,False,False
4404,1970,Divorced,3,High School,White Collar,22,66,79491.91,False,True
4405,1981,Married,5,Bachelor,Self-Employed,12,85,131609.27,True,False
4406,1973,Widowed,1,Bachelor,Blue Collar,24,65,44591.78,True,False
4407,2003,Single,0,Associate,Blue Collar,10,67,55501.14,False,True
4408,1980,Divorced,2,High School,White Collar,22,72,71291.38,False,False
4409,1960,Divorced,1,High School,Blue Collar,10,63,42951.45,False,True
4410,1962,Married,2,High School,Blue Collar,22,91,26611.55,False,True
4411,1988,Divorced,1,Associate,Blue Collar,10,85,51522.1,True,False
4412,1951,Widowed,2,High School,Retired,12,64,1005.29,False,True
4413,2003,Single,0,Associate,Professional,35,70,128439.77,False,False
4414,1979,Married,4,Master,Professional,35,79,103815.44,True,True
4415,1984,Married,1,High School,Executive,35,88,221909.9,True,True
4416,1980,Single,0,High School,White Collar,24,78,75750.38,True,False
4417,1994,Single,1,Master,Professional,35,69,126146.27,False,False
4418,1994,Married,0,Bachelor,White Collar,12,64,63062.15,False,True
4419,1973,Widowed,2,Bachelor,Blue Collar,22,70,35127.08,True,True
4420,2004,Single,0,Bachelor,Student,0,83,10617.07,False,False
4421,1994,Single,1,Bachelor,Professional,24,74,153400.59,False,True
4422,1993,Married,3,Bachelor,Blue Collar,12,88,52504.95,True,True
4423,2001,Single,0,High School,Professional,35,85,123836.46,False,False
4424,2005,Single,1,Master,Student,0,83,16437.67,False,True
4425,2006,Single,0,Bachelor,Student,0,86,13294.03,False,False
4426,2005,Married,2,High School,Student,10,67,11087.8,False,False
4427,1987,Married,1,Bachelor,Professional,32,72,103802.75,False,True
4428,1963,Married,3,High School,Professional,22,62,61122.24,True,True
4429,1963,Widowed,4,Associate,Professional,24,76,113062.28,False,True
4430,1985,Married,0,High School,Executive,35,66,232434.81,False,True
4431,1975,Widowed,1,Bachelor,Blue Collar,22,75,40985.47,False,False
4432,1960,Widowed,2,High School,Self-Employed,32,70,66960.26,False,False
4433,1995,Single,0,Bachelor,Blue Collar,10,84,47967.26,True,False
4434,1964,Married,3,Associate,White Collar,12,60,59171.47,False,True
4435,1936,Widowed,0,High School,Retired,10,71,2762.02,False,True
4436,1989,Divorced,1,Associate,Self-Employed,22,67,54307.42,True,True
4437,2004,Married,3,Associate,Student,10,71,13447.01,False,False
4438,1973,Married,5,Bachelor,White Collar,24,73,77111.58,True,False
4439,1986,Single,0,Master,Executive,24,89,146693.61,True,True
4440,1981,Married,2,Associate,Professional,32,67,118914.47,True,True
4441,1991,Married,1,Bachelor,Executive,32,60,191590.63,False,True
4442,1999,Married,2,Master,Blue Collar,24,70,62278.17,False,False
4443,1999,Married,3,Bachelor,Professional,24,75,149667.39,False,False
4444,1953,Widowed,3,High School,Retired,10,89,2480.93,False,True
4445,1954,Widowed,5,High School,Retired,0,74,1698.34,False,False
4446,1970,Married,1,Bachelor,White Collar,22,66,85275.04,False,True
4447,1987,Married,0,Associate,Blue Collar,10,75,37048.82,False,False
4448,1977,Married,4,High School,Professional,32,91,104478.59,True,True
4449,1996,Married,0,Associate,Professional,35,76,99454.55,True,True
4450,1955,Widowed,0,High School,Retired,10,68,652.93,False,True
4451,1946,Widowed,2,Associate,Retired,10,65,3990.8,False,True
4452,2005,Single,0,Doctorate,Student,0,87,12679.43,False,False
4453,1947,Widowed,2,Master,Retired,12,64,4056.24,False,True
4454,1975,Married,3,Bachelor,Professional,24,83,134995.66,True,True
4455,1979,Divorced,1,Master,Executive,35,86,248026.67,False,False
4456,1999,Single,0,Bachelor,Professional,24,85,85392.04,False,False
4457,1949,Widowed,1,Master,Retired,10,67,2043.28,False,True
4458,1958,Divorced,1,Bachelor,Retired,0,57,4333.09,False,True
4459,1995,Single,1,Master,Professional,24,76,114737.05,False,True
4460,2000,Single,0,High School,White Collar,12,73,40812.78,False,False
4461,1956,Married,2,High School,Retired,0,63,3083.65,False,True
4462,1966,Married,2,High School,Professional,24,70,118131.63,True,True
4463,1994,Married,0,Bachelor,Professional,35,83,121671.5,False,True
4464,1939,Widowed,2,Master,Retired,10,61,1850.61,False,True
4465,1958,Married,2,Doctorate,Retired,12,57,1783.52,False,True
4466,1986,Married,1,Master,White Collar,22,67,59017.9,True,True
4467,2000,Divorced,0,Bachelor,White Collar,22,96,70036.91,False,False
4468,1996,Single,0,Associate,Blue Collar,12,84,57640.68,False,True
4469,2007,Married,1,Associate,Student,12,71,14158.18,False,True
4470,2002,Single,0,Associate,Professional,24,93,121630.75,False,False
4471,1940,Married,0,High School,Retired,0,65,2420.39,False,True
4472,1990,Married,2,Bachelor,White Collar,22,100,75034.47,True,True
4473,1987,Married,0,Bachelor,Professional,24,80,115647.49,True,True
4474,1998,Single,0,High School,Professional,32,85,129319.94,False,False
4475,1994,Single,0,Bachelor,Self-Employed,22,87,92905.16,False,False
4476,1988,Divorced,2,Bachelor,White Collar,22,92,54887.95,False,True
4477,1993,Married,1,Bachelor,Executive,32,74,212552.0,False,True
4478,2004,Single,0,Bachelor,Student,0,94,10689.64,False,False
4479,1996,Single,0,High School,Professional,35,72,107496.81,False,False
